지점,지점명,일시,강수량(mm),강수량 QC플래그
90,속초,1982-02-19 21:00,.1,0
90,속초,1982-02-20 00:00,,9
90,속초,1982-02-20 21:00,0,0
90,속초,1982-02-21 00:00,,9
90,속초,1982-02-21 03:00,0,0
90,속초,1982-02-21 09:00,4,0
90,속초,1982-02-21 15:00,2.2,0
90,속초,1982-02-21 21:00,0,0
90,속초,1982-02-22 00:00,,9
90,속초,1982-02-23 00:00,,9
90,속초,1982-02-23 09:00,0,0
90,속초,1982-02-23 15:00,.1,0
90,속초,1982-02-23 21:00,0,0
90,속초,1982-02-24 00:00,,9
90,속초,1982-02-24 03:00,.2,0
90,속초,1982-02-24 09:00,5.2,0
90,속초,1982-02-24 15:00,.2,0
90,속초,1982-02-24 21:00,.8,0
90,속초,1982-02-25 00:00,,9
90,속초,1982-02-25 09:00,.6,0
90,속초,1982-02-25 15:00,3.8,0
90,속초,1982-02-25 21:00,0,0
90,속초,1982-02-26 00:00,,9
90,속초,1982-02-27 00:00,,9
90,속초,1982-02-28 00:00,,9
90,속초,1982-03-01 00:00,,9
90,속초,1982-03-01 09:00,2.9,0
90,속초,1982-03-01 15:00,6.4,0
90,속초,1982-03-01 21:00,.8,0
90,속초,1982-03-02 00:00,,9
90,속초,1982-03-03 00:00,,9
90,속초,1982-03-04 00:00,,9
90,속초,1982-03-04 03:00,3.4,0
90,속초,1982-03-04 15:00,.6,0
90,속초,1982-03-04 21:00,6.6,0
90,속초,1982-03-05 00:00,,9
90,속초,1982-03-05 03:00,2.5,0
90,속초,1982-03-05 09:00,.7,0
90,속초,1982-03-06 00:00,,9
90,속초,1982-03-07 00:00,,9
90,속초,1982-03-08 00:00,,9
90,속초,1982-03-09 00:00,,9
90,속초,1982-03-10 00:00,,9
90,속초,1982-03-11 00:00,,9
90,속초,1982-03-12 00:00,,9
90,속초,1982-03-13 00:00,,9
90,속초,1982-03-14 00:00,,9
90,속초,1982-03-15 00:00,,9
90,속초,1982-03-15 03:00,.3,0
90,속초,1982-03-15 09:00,6.4,0
90,속초,1982-03-15 15:00,2.9,0
90,속초,1982-03-16 00:00,,9
90,속초,1982-03-17 00:00,,9
90,속초,1982-03-17 15:00,3.7,0
90,속초,1982-03-17 21:00,2.3,0
90,속초,1982-03-18 00:00,,9
90,속초,1982-03-19 00:00,,9
90,속초,1982-03-20 00:00,,9
90,속초,1982-03-21 00:00,,9
90,속초,1982-03-22 00:00,,9
90,속초,1982-03-23 00:00,,9
90,속초,1982-03-23 03:00,0,0
90,속초,1982-03-24 00:00,,9
90,속초,1982-03-24 03:00,0,0
90,속초,1982-03-24 09:00,0,0
90,속초,1982-03-24 15:00,0,0
90,속초,1982-03-25 00:00,,9
90,속초,1982-03-26 00:00,,9
90,속초,1982-03-27 00:00,,9
90,속초,1982-03-28 00:00,,9
90,속초,1982-03-28 15:00,0,0
90,속초,1982-03-29 00:00,,9
90,속초,1982-03-30 00:00,,9
90,속초,1982-03-30 15:00,0,0
90,속초,1982-03-30 21:00,.3,0
90,속초,1982-03-31 00:00,,9
90,속초,1982-04-01 00:00,,9
90,속초,1982-04-02 00:00,,9
90,속초,1982-04-02 16:00,.1,0
90,속초,1982-04-02 17:00,.9,0
90,속초,1982-04-02 18:00,1.1,0
90,속초,1982-04-02 19:00,1.4,0
90,속초,1982-04-02 20:00,2.2,0
90,속초,1982-04-02 21:00,1.4,0
90,속초,1982-04-02 22:00,.6,0
90,속초,1982-04-02 23:00,1,0
90,속초,1982-04-03 00:00,2.1,0
90,속초,1982-04-03 01:00,1.8,0
90,속초,1982-04-03 02:00,1.9,0
90,속초,1982-04-03 03:00,.5,0
90,속초,1982-04-03 04:00,.1,0
90,속초,1982-04-03 05:00,0,0
90,속초,1982-04-04 00:00,,9
90,속초,1982-04-05 00:00,,9
90,속초,1982-04-06 00:00,,9
90,속초,1982-04-07 00:00,,9
90,속초,1982-04-08 00:00,,9
90,속초,1982-04-08 17:00,.7,0
90,속초,1982-04-08 18:00,1.7,0
90,속초,1982-04-08 19:00,1.8,0
90,속초,1982-04-08 20:00,3,0
90,속초,1982-04-08 21:00,1.5,0
90,속초,1982-04-08 22:00,2.8,0
90,속초,1982-04-08 23:00,2.9,0
90,속초,1982-04-09 00:00,2.6,0
90,속초,1982-04-09 01:00,2.7,0
90,속초,1982-04-09 02:00,2.3,0
90,속초,1982-04-09 03:00,2,0
90,속초,1982-04-09 04:00,2.9,0
90,속초,1982-04-09 05:00,1,0
90,속초,1982-04-09 15:00,0,0
90,속초,1982-04-10 00:00,,9
90,속초,1982-04-11 00:00,,9
90,속초,1982-04-12 00:00,,9
90,속초,1982-04-13 00:00,,9
90,속초,1982-04-14 00:00,,9
90,속초,1982-04-15 00:00,,9
90,속초,1982-04-16 00:00,,9
90,속초,1982-04-16 15:00,0,0
90,속초,1982-04-16 19:00,0,0
90,속초,1982-04-17 00:00,,9
90,속초,1982-04-18 00:00,,9
90,속초,1982-04-19 00:00,,9
90,속초,1982-04-20 00:00,,9
90,속초,1982-04-21 00:00,,9
90,속초,1982-04-22 00:00,,9
90,속초,1982-04-23 00:00,,9
90,속초,1982-04-24 00:00,,9
90,속초,1982-04-25 00:00,,9
90,속초,1982-04-26 00:00,,9
90,속초,1982-04-27 00:00,,9
90,속초,1982-04-27 04:00,0,0
90,속초,1982-04-27 05:00,.2,0
90,속초,1982-04-27 06:00,.5,0
90,속초,1982-04-27 07:00,.5,0
90,속초,1982-04-27 08:00,.2,0
90,속초,1982-04-27 09:00,.1,0
90,속초,1982-04-27 10:00,.2,0
90,속초,1982-04-27 11:00,.1,0
90,속초,1982-04-27 12:00,.3,0
90,속초,1982-04-27 13:00,.2,0
90,속초,1982-04-27 14:00,.2,0
90,속초,1982-04-27 15:00,0,0
90,속초,1982-04-27 16:00,0,0
90,속초,1982-04-27 17:00,0,0
90,속초,1982-04-28 00:00,,9
90,속초,1982-04-28 06:00,0,0
90,속초,1982-04-28 07:00,.1,0
90,속초,1982-04-28 08:00,.1,0
90,속초,1982-04-28 09:00,0,0
90,속초,1982-04-28 10:00,0,0
90,속초,1982-04-29 00:00,,9
90,속초,1982-04-29 09:00,0,0
90,속초,1982-04-30 00:00,,9
90,속초,1982-05-01 00:00,,9
90,속초,1982-05-02 00:00,,9
90,속초,1982-05-03 00:00,,9
90,속초,1982-05-03 01:00,0,0
90,속초,1982-05-03 02:00,.1,0
90,속초,1982-05-03 03:00,.1,0
90,속초,1982-05-03 04:00,0,0
90,속초,1982-05-03 05:00,.1,0
90,속초,1982-05-03 06:00,.2,0
90,속초,1982-05-03 07:00,0,0
90,속초,1982-05-03 08:00,.1,0
90,속초,1982-05-03 09:00,.1,0
90,속초,1982-05-03 10:00,0,0
90,속초,1982-05-03 11:00,0,0
90,속초,1982-05-03 12:00,0,0
90,속초,1982-05-03 13:00,0,0
90,속초,1982-05-03 14:00,.1,0
90,속초,1982-05-03 15:00,.1,0
90,속초,1982-05-03 16:00,.2,0
90,속초,1982-05-03 17:00,1.7,0
90,속초,1982-05-03 18:00,.5,0
90,속초,1982-05-03 19:00,0,0
90,속초,1982-05-03 20:00,0,0
90,속초,1982-05-03 21:00,0,0
90,속초,1982-05-04 00:00,,9
90,속초,1982-05-04 18:00,0,0
90,속초,1982-05-05 00:00,,9
90,속초,1982-05-06 00:00,,9
90,속초,1982-05-06 04:00,.3,0
90,속초,1982-05-06 05:00,.2,0
90,속초,1982-05-06 08:00,0,0
90,속초,1982-05-06 09:00,0,0
90,속초,1982-05-06 10:00,0,0
90,속초,1982-05-06 11:00,0,0
90,속초,1982-05-06 12:00,0,0
90,속초,1982-05-06 13:00,0,0
90,속초,1982-05-06 14:00,0,0
90,속초,1982-05-06 15:00,0,0
90,속초,1982-05-06 16:00,0,0
90,속초,1982-05-07 00:00,,9
90,속초,1982-05-08 00:00,,9
90,속초,1982-05-09 00:00,,9
90,속초,1982-05-10 00:00,,9
90,속초,1982-05-11 00:00,,9
90,속초,1982-05-12 00:00,,9
90,속초,1982-05-12 18:00,0,0
90,속초,1982-05-12 19:00,.5,0
90,속초,1982-05-12 22:00,.1,0
90,속초,1982-05-12 23:00,3.2,0
90,속초,1982-05-13 00:00,7.7,0
90,속초,1982-05-13 01:00,2.2,0
90,속초,1982-05-13 02:00,4.7,0
90,속초,1982-05-13 03:00,6.8,0
90,속초,1982-05-13 04:00,12.5,0
90,속초,1982-05-13 05:00,7.3,0
90,속초,1982-05-13 06:00,11.5,0
90,속초,1982-05-13 07:00,10.8,0
90,속초,1982-05-13 08:00,4.8,0
90,속초,1982-05-13 09:00,3.5,0
90,속초,1982-05-13 10:00,3.3,0
90,속초,1982-05-13 11:00,2.2,0
90,속초,1982-05-13 12:00,1.2,0
90,속초,1982-05-13 13:00,1,0
90,속초,1982-05-13 14:00,.5,0
90,속초,1982-05-13 15:00,0,0
90,속초,1982-05-13 16:00,0,0
90,속초,1982-05-14 00:00,,9
90,속초,1982-05-15 00:00,,9
90,속초,1982-05-16 00:00,,9
90,속초,1982-05-17 00:00,,9
90,속초,1982-05-18 00:00,0,0
90,속초,1982-05-19 00:00,,9
90,속초,1982-05-19 09:00,0,0
90,속초,1982-05-19 10:00,0,0
90,속초,1982-05-19 11:00,2.4,0
90,속초,1982-05-19 12:00,.4,0
90,속초,1982-05-19 13:00,0,0
90,속초,1982-05-19 14:00,3.2,0
90,속초,1982-05-19 15:00,2.1,0
90,속초,1982-05-19 16:00,.1,0
90,속초,1982-05-19 17:00,1.3,0
90,속초,1982-05-19 18:00,.5,0
90,속초,1982-05-19 19:00,.9,0
90,속초,1982-05-19 20:00,.3,0
90,속초,1982-05-19 21:00,0,0
90,속초,1982-05-20 00:00,,9
90,속초,1982-05-20 06:00,0,0
90,속초,1982-05-20 07:00,0,0
90,속초,1982-05-20 08:00,0,0
90,속초,1982-05-20 20:00,0,0
90,속초,1982-05-21 00:00,,9
90,속초,1982-05-21 15:00,0,0
90,속초,1982-05-21 16:00,.2,0
90,속초,1982-05-21 17:00,.1,0
90,속초,1982-05-22 00:00,,9
90,속초,1982-05-23 00:00,,9
90,속초,1982-05-24 00:00,,9
90,속초,1982-05-25 00:00,,9
90,속초,1982-05-26 00:00,,9
90,속초,1982-05-26 04:00,.9,0
90,속초,1982-05-26 05:00,.1,0
90,속초,1982-05-26 06:00,0,0
90,속초,1982-05-26 07:00,.2,0
90,속초,1982-05-26 08:00,.8,0
90,속초,1982-05-26 09:00,.6,0
90,속초,1982-05-26 10:00,2.1,0
90,속초,1982-05-26 11:00,.6,0
90,속초,1982-05-26 12:00,.6,0
90,속초,1982-05-26 13:00,0,0
90,속초,1982-05-27 00:00,,9
90,속초,1982-05-28 00:00,,9
90,속초,1982-05-29 00:00,,9
90,속초,1982-05-30 00:00,,9
90,속초,1982-05-30 06:00,0,0
90,속초,1982-05-30 07:00,0,0
90,속초,1982-05-30 14:00,0,0
90,속초,1982-05-30 15:00,0,0
90,속초,1982-05-30 16:00,0,0
90,속초,1982-05-30 17:00,.2,0
90,속초,1982-05-30 18:00,1,0
90,속초,1982-05-30 19:00,.8,0
90,속초,1982-05-30 20:00,0,0
90,속초,1982-05-31 00:00,,9
90,속초,1982-05-31 08:00,0,0
90,속초,1982-05-31 09:00,1,0
90,속초,1982-05-31 10:00,2,0
90,속초,1982-05-31 11:00,1.8,0
90,속초,1982-05-31 12:00,2.7,0
90,속초,1982-05-31 13:00,3.4,0
90,속초,1982-05-31 14:00,2.8,0
90,속초,1982-05-31 15:00,2.8,0
90,속초,1982-05-31 16:00,3.5,0
90,속초,1982-05-31 17:00,2.8,0
90,속초,1982-05-31 18:00,.9,0
90,속초,1982-05-31 19:00,1.9,0
90,속초,1982-05-31 20:00,1.8,0
90,속초,1982-05-31 21:00,1.1,0
90,속초,1982-05-31 22:00,1.1,0
90,속초,1982-05-31 23:00,1,0
90,속초,1982-06-01 00:00,.2,0
90,속초,1982-06-01 01:00,.2,0
90,속초,1982-06-01 02:00,.8,0
90,속초,1982-06-01 03:00,.7,0
90,속초,1982-06-01 04:00,.5,0
90,속초,1982-06-01 05:00,1.2,0
90,속초,1982-06-01 06:00,.3,0
90,속초,1982-06-01 07:00,.8,0
90,속초,1982-06-01 08:00,0,0
90,속초,1982-06-01 09:00,0,0
90,속초,1982-06-01 10:00,.6,0
90,속초,1982-06-01 11:00,.1,0
90,속초,1982-06-01 13:00,0,0
90,속초,1982-06-02 00:00,,9
90,속초,1982-06-02 03:00,0,0
90,속초,1982-06-02 04:00,0,0
90,속초,1982-06-02 05:00,.1,0
90,속초,1982-06-02 06:00,.2,0
90,속초,1982-06-02 07:00,0,0
90,속초,1982-06-02 14:00,0,0
90,속초,1982-06-02 15:00,1.2,0
90,속초,1982-06-02 16:00,.2,0
90,속초,1982-06-03 00:00,,9
90,속초,1982-06-04 00:00,,9
90,속초,1982-06-05 00:00,,9
90,속초,1982-06-06 00:00,,9
90,속초,1982-06-07 00:00,,9
90,속초,1982-06-07 20:00,0,0
90,속초,1982-06-08 00:00,,9
90,속초,1982-06-08 15:00,0,0
90,속초,1982-06-08 16:00,.1,0
90,속초,1982-06-09 00:00,,9
90,속초,1982-06-10 00:00,,9
90,속초,1982-06-11 00:00,,9
90,속초,1982-06-12 00:00,,9
90,속초,1982-06-13 00:00,,9
90,속초,1982-06-13 03:00,6.1,0
90,속초,1982-06-13 04:00,2.1,0
90,속초,1982-06-13 05:00,.4,0
90,속초,1982-06-13 06:00,1.2,0
90,속초,1982-06-13 07:00,1.3,0
90,속초,1982-06-13 08:00,.9,0
90,속초,1982-06-13 09:00,.4,0
90,속초,1982-06-13 10:00,.2,0
90,속초,1982-06-13 11:00,.7,0
90,속초,1982-06-13 12:00,5,0
90,속초,1982-06-13 13:00,.5,0
90,속초,1982-06-13 14:00,.4,0
90,속초,1982-06-13 15:00,.8,0
90,속초,1982-06-13 16:00,.7,0
90,속초,1982-06-13 17:00,.6,0
90,속초,1982-06-13 18:00,.5,0
90,속초,1982-06-13 19:00,.6,0
90,속초,1982-06-13 20:00,1.1,0
90,속초,1982-06-13 21:00,.8,0
90,속초,1982-06-13 22:00,.7,0
90,속초,1982-06-13 23:00,.7,0
90,속초,1982-06-14 00:00,.1,0
90,속초,1982-06-14 01:00,0,0
90,속초,1982-06-14 02:00,0,0
90,속초,1982-06-14 03:00,0,0
90,속초,1982-06-15 00:00,,9
90,속초,1982-06-16 00:00,,9
90,속초,1982-06-17 00:00,,9
90,속초,1982-06-18 00:00,,9
90,속초,1982-06-18 21:00,.2,0
90,속초,1982-06-18 22:00,.1,0
90,속초,1982-06-18 23:00,.2,0
90,속초,1982-06-19 00:00,,9
90,속초,1982-06-19 07:00,0,0
90,속초,1982-06-19 08:00,0,0
90,속초,1982-06-19 16:00,0,0
90,속초,1982-06-19 17:00,1,0
90,속초,1982-06-19 18:00,.1,0
90,속초,1982-06-19 19:00,.1,0
90,속초,1982-06-19 20:00,.2,0
90,속초,1982-06-19 21:00,.3,0
90,속초,1982-06-19 22:00,.1,0
90,속초,1982-06-19 23:00,0,0
90,속초,1982-06-20 00:00,.2,0
90,속초,1982-06-20 01:00,0,0
90,속초,1982-06-20 02:00,0,0
90,속초,1982-06-21 00:00,,9
90,속초,1982-06-22 00:00,,9
90,속초,1982-06-22 03:00,0,0
90,속초,1982-06-22 04:00,0,0
90,속초,1982-06-22 05:00,0,0
90,속초,1982-06-22 06:00,0,0
90,속초,1982-06-22 17:00,0,0
90,속초,1982-06-22 18:00,0,0
90,속초,1982-06-23 00:00,,9
90,속초,1982-06-24 00:00,,9
90,속초,1982-06-24 08:00,0,0
90,속초,1982-06-24 09:00,0,0
90,속초,1982-06-24 10:00,0,0
90,속초,1982-06-24 11:00,0,0
90,속초,1982-06-24 12:00,0,0
90,속초,1982-06-24 13:00,0,0
90,속초,1982-06-24 15:00,0,0
90,속초,1982-06-24 16:00,0,0
90,속초,1982-06-24 18:00,0,0
90,속초,1982-06-24 19:00,0,0
90,속초,1982-06-24 20:00,0,0
90,속초,1982-06-25 00:00,,9
90,속초,1982-06-26 00:00,,9
90,속초,1982-06-26 03:00,0,0
90,속초,1982-06-26 04:00,0,0
90,속초,1982-06-26 05:00,0,0
90,속초,1982-06-26 06:00,0,0
90,속초,1982-06-26 07:00,.2,0
90,속초,1982-06-26 08:00,2.3,0
90,속초,1982-06-26 09:00,.1,0
90,속초,1982-06-26 10:00,0,0
90,속초,1982-06-26 11:00,0,0
90,속초,1982-06-27 00:00,,9
90,속초,1982-06-27 05:00,0,0
90,속초,1982-06-27 20:00,3.4,0
90,속초,1982-06-27 21:00,1.6,0
90,속초,1982-06-27 22:00,1.2,0
90,속초,1982-06-28 00:00,,9
90,속초,1982-06-28 03:00,.1,0
90,속초,1982-06-28 04:00,0,0
90,속초,1982-06-29 00:00,,9
90,속초,1982-06-30 00:00,,9
90,속초,1982-07-01 00:00,,9
90,속초,1982-07-02 00:00,,9
90,속초,1982-07-02 06:00,0,0
90,속초,1982-07-02 07:00,0,0
90,속초,1982-07-03 00:00,,9
90,속초,1982-07-04 00:00,,9
90,속초,1982-07-05 00:00,,9
90,속초,1982-07-06 00:00,,9
90,속초,1982-07-07 00:00,,9
90,속초,1982-07-07 17:00,0,0
90,속초,1982-07-07 18:00,0,0
90,속초,1982-07-08 00:00,,9
90,속초,1982-07-09 00:00,,9
90,속초,1982-07-10 00:00,,9
90,속초,1982-07-11 00:00,,9
90,속초,1982-07-12 00:00,,9
90,속초,1982-07-13 00:00,,9
90,속초,1982-07-14 00:00,,9
90,속초,1982-07-15 00:00,,9
90,속초,1982-07-15 07:00,0,0
90,속초,1982-07-15 16:00,0,0
90,속초,1982-07-16 00:00,.2,0
90,속초,1982-07-16 01:00,2.4,0
90,속초,1982-07-16 02:00,5,0
90,속초,1982-07-16 03:00,10.1,0
90,속초,1982-07-16 04:00,13.3,0
90,속초,1982-07-16 05:00,3.3,0
90,속초,1982-07-16 06:00,.2,0
90,속초,1982-07-16 07:00,.3,0
90,속초,1982-07-16 08:00,.1,0
90,속초,1982-07-17 00:00,,9
90,속초,1982-07-17 19:00,1,0
90,속초,1982-07-17 20:00,4.5,0
90,속초,1982-07-17 21:00,0,0
90,속초,1982-07-18 00:00,,9
90,속초,1982-07-19 00:00,,9
90,속초,1982-07-19 13:00,0,0
90,속초,1982-07-19 16:00,0,0
90,속초,1982-07-19 17:00,0,0
90,속초,1982-07-20 00:00,,9
90,속초,1982-07-21 00:00,,9
90,속초,1982-07-21 17:00,0,0
90,속초,1982-07-21 18:00,0,0
90,속초,1982-07-21 21:00,.7,0
90,속초,1982-07-21 22:00,0,0
90,속초,1982-07-22 00:00,,9
90,속초,1982-07-23 00:00,,9
90,속초,1982-07-24 00:00,,9
90,속초,1982-07-24 05:00,0,0
90,속초,1982-07-24 06:00,0,0
90,속초,1982-07-24 07:00,.2,0
90,속초,1982-07-24 09:00,0,0
90,속초,1982-07-24 10:00,0,0
90,속초,1982-07-24 12:00,0,0
90,속초,1982-07-24 13:00,0,0
90,속초,1982-07-24 14:00,0,0
90,속초,1982-07-24 16:00,.1,0
90,속초,1982-07-24 20:00,2,0
90,속초,1982-07-24 21:00,7.7,0
90,속초,1982-07-24 22:00,0,0
90,속초,1982-07-24 23:00,.5,0
90,속초,1982-07-25 00:00,,9
90,속초,1982-07-25 03:00,1.2,0
90,속초,1982-07-25 06:00,0,0
90,속초,1982-07-25 07:00,.8,0
90,속초,1982-07-25 08:00,.1,0
90,속초,1982-07-25 09:00,1,0
90,속초,1982-07-25 10:00,.9,0
90,속초,1982-07-25 11:00,.9,0
90,속초,1982-07-25 12:00,3.4,0
90,속초,1982-07-25 13:00,3,0
90,속초,1982-07-25 14:00,2,0
90,속초,1982-07-25 15:00,.3,0
90,속초,1982-07-25 16:00,.7,0
90,속초,1982-07-25 17:00,.5,0
90,속초,1982-07-25 18:00,4,0
90,속초,1982-07-25 19:00,2.9,0
90,속초,1982-07-25 20:00,2.1,0
90,속초,1982-07-25 21:00,1,0
90,속초,1982-07-25 22:00,2.8,0
90,속초,1982-07-25 23:00,4.8,0
90,속초,1982-07-26 00:00,.8,0
90,속초,1982-07-26 01:00,1.4,0
90,속초,1982-07-26 02:00,.3,0
90,속초,1982-07-26 03:00,.9,0
90,속초,1982-07-26 04:00,0,0
90,속초,1982-07-26 05:00,0,0
90,속초,1982-07-26 06:00,0,0
90,속초,1982-07-26 07:00,.3,0
90,속초,1982-07-26 08:00,0,0
90,속초,1982-07-26 09:00,0,0
90,속초,1982-07-26 18:00,.4,0
90,속초,1982-07-26 19:00,4.9,0
90,속초,1982-07-26 20:00,9.1,0
90,속초,1982-07-26 21:00,0,0
90,속초,1982-07-27 00:00,.3,0
90,속초,1982-07-27 01:00,1.5,0
90,속초,1982-07-27 02:00,7.3,0
90,속초,1982-07-27 03:00,3.5,0
90,속초,1982-07-27 04:00,5.5,0
90,속초,1982-07-27 05:00,3.6,0
90,속초,1982-07-27 06:00,1.8,0
90,속초,1982-07-27 07:00,.2,0
90,속초,1982-07-27 08:00,1.1,0
90,속초,1982-07-27 09:00,.2,0
90,속초,1982-07-27 10:00,.5,0
90,속초,1982-07-27 11:00,.7,0
90,속초,1982-07-27 12:00,.2,0
90,속초,1982-07-27 13:00,1.5,0
90,속초,1982-07-27 14:00,1.3,0
90,속초,1982-07-27 15:00,2.3,0
90,속초,1982-07-27 16:00,1.5,0
90,속초,1982-07-27 17:00,.7,0
90,속초,1982-07-27 18:00,1.5,0
90,속초,1982-07-27 19:00,1.2,0
90,속초,1982-07-27 20:00,.7,0
90,속초,1982-07-27 21:00,.3,0
90,속초,1982-07-27 22:00,.9,0
90,속초,1982-07-27 23:00,3.3,0
90,속초,1982-07-28 00:00,.6,0
90,속초,1982-07-28 01:00,1.2,0
90,속초,1982-07-28 02:00,1,0
90,속초,1982-07-28 03:00,.9,0
90,속초,1982-07-28 04:00,.4,0
90,속초,1982-07-28 05:00,.2,0
90,속초,1982-07-28 07:00,.1,0
90,속초,1982-07-28 08:00,.3,0
90,속초,1982-07-28 15:00,.2,0
90,속초,1982-07-28 16:00,0,0
90,속초,1982-07-28 17:00,.2,0
90,속초,1982-07-28 18:00,.4,0
90,속초,1982-07-28 19:00,.2,0
90,속초,1982-07-29 00:00,,9
90,속초,1982-07-29 04:00,.2,0
90,속초,1982-07-29 06:00,0,0
90,속초,1982-07-29 07:00,0,0
90,속초,1982-07-30 00:00,,9
90,속초,1982-07-30 20:00,12.7,0
90,속초,1982-07-30 21:00,.8,0
90,속초,1982-07-31 00:00,,9
90,속초,1982-07-31 18:00,0,0
90,속초,1982-07-31 19:00,0,0
90,속초,1982-08-01 00:00,,9
90,속초,1982-08-01 04:00,0,0
90,속초,1982-08-01 05:00,0,0
90,속초,1982-08-01 19:00,0,0
90,속초,1982-08-01 20:00,0,0
90,속초,1982-08-01 21:00,.5,0
90,속초,1982-08-01 22:00,.4,0
90,속초,1982-08-01 23:00,.1,0
90,속초,1982-08-02 00:00,.4,0
90,속초,1982-08-03 00:00,,9
90,속초,1982-08-04 00:00,,9
90,속초,1982-08-05 00:00,,9
90,속초,1982-08-06 00:00,,9
90,속초,1982-08-06 03:00,4.3,0
90,속초,1982-08-06 04:00,0,0
90,속초,1982-08-07 00:00,,9
90,속초,1982-08-08 00:00,,9
90,속초,1982-08-09 00:00,,9
90,속초,1982-08-10 00:00,,9
90,속초,1982-08-11 00:00,,9
90,속초,1982-08-12 00:00,,9
90,속초,1982-08-12 04:00,17,0
90,속초,1982-08-12 05:00,.6,0
90,속초,1982-08-12 08:00,.1,0
90,속초,1982-08-12 10:00,1,0
90,속초,1982-08-13 00:00,,9
90,속초,1982-08-13 21:00,0,0
90,속초,1982-08-13 22:00,.2,0
90,속초,1982-08-13 23:00,.2,0
90,속초,1982-08-14 00:00,.1,0
90,속초,1982-08-14 01:00,.3,0
90,속초,1982-08-14 02:00,.8,0
90,속초,1982-08-14 03:00,.2,0
90,속초,1982-08-14 04:00,1.2,0
90,속초,1982-08-14 05:00,.3,0
90,속초,1982-08-14 06:00,.1,0
90,속초,1982-08-14 07:00,4.1,0
90,속초,1982-08-14 08:00,2.8,0
90,속초,1982-08-14 09:00,.8,0
90,속초,1982-08-14 10:00,.6,0
90,속초,1982-08-14 11:00,0,0
90,속초,1982-08-14 15:00,.6,0
90,속초,1982-08-14 16:00,2.8,0
90,속초,1982-08-14 17:00,2.4,0
90,속초,1982-08-14 18:00,.3,0
90,속초,1982-08-14 19:00,2.1,0
90,속초,1982-08-14 20:00,.9,0
