지점,지점명,일시,강수량(mm),강수량 QC플래그
90,속초,1985-05-05 07:00,1.5,0
90,속초,1985-05-05 08:00,.7,0
90,속초,1985-05-05 09:00,0,0
90,속초,1985-05-05 10:00,1,0
90,속초,1985-05-05 11:00,.5,0
90,속초,1985-05-05 12:00,1.4,0
90,속초,1985-05-05 13:00,.1,0
90,속초,1985-05-05 14:00,.3,0
90,속초,1985-05-05 15:00,.3,0
90,속초,1985-05-05 16:00,0,0
90,속초,1985-05-05 17:00,0,0
90,속초,1985-05-05 18:00,0,0
90,속초,1985-05-06 00:00,,9
90,속초,1985-05-06 02:00,.3,0
90,속초,1985-05-06 03:00,.5,0
90,속초,1985-05-06 04:00,.2,0
90,속초,1985-05-06 05:00,.5,0
90,속초,1985-05-06 06:00,1.2,0
90,속초,1985-05-06 07:00,.5,0
90,속초,1985-05-06 08:00,.4,0
90,속초,1985-05-06 09:00,.7,0
90,속초,1985-05-06 10:00,1.1,0
90,속초,1985-05-06 11:00,1.3,0
90,속초,1985-05-06 12:00,1.1,0
90,속초,1985-05-06 13:00,1.1,0
90,속초,1985-05-06 14:00,1.2,0
90,속초,1985-05-06 15:00,1.4,0
90,속초,1985-05-06 16:00,2.5,0
90,속초,1985-05-06 17:00,1.6,0
90,속초,1985-05-06 18:00,.9,0
90,속초,1985-05-06 19:00,.6,0
90,속초,1985-05-06 20:00,.3,0
90,속초,1985-05-06 21:00,.3,0
90,속초,1985-05-06 22:00,.1,0
90,속초,1985-05-06 23:00,.1,0
90,속초,1985-05-07 00:00,.1,0
90,속초,1985-05-07 01:00,0,0
90,속초,1985-05-07 02:00,.3,0
90,속초,1985-05-07 03:00,.3,0
90,속초,1985-05-07 04:00,1,0
90,속초,1985-05-07 05:00,.3,0
90,속초,1985-05-07 06:00,.2,0
90,속초,1985-05-07 07:00,1.1,0
90,속초,1985-05-07 08:00,1,0
90,속초,1985-05-07 09:00,.7,0
90,속초,1985-05-07 10:00,.2,0
90,속초,1985-05-07 11:00,.2,0
90,속초,1985-05-07 12:00,0,0
90,속초,1985-05-08 00:00,,9
90,속초,1985-05-09 00:00,,9
90,속초,1985-05-10 00:00,,9
90,속초,1985-05-11 00:00,,9
90,속초,1985-05-12 00:00,,9
90,속초,1985-05-12 21:00,0,0
90,속초,1985-05-12 22:00,.2,0
90,속초,1985-05-12 23:00,1.7,0
90,속초,1985-05-13 00:00,5.1,0
90,속초,1985-05-13 01:00,2.7,0
90,속초,1985-05-13 02:00,4.5,0
90,속초,1985-05-13 03:00,6.3,0
90,속초,1985-05-13 04:00,10.8,0
90,속초,1985-05-13 05:00,11,0
90,속초,1985-05-13 06:00,13.7,0
90,속초,1985-05-13 07:00,11.3,0
90,속초,1985-05-13 08:00,9,0
90,속초,1985-05-13 09:00,4.2,0
90,속초,1985-05-13 10:00,9,0
90,속초,1985-05-13 11:00,7.1,0
90,속초,1985-05-13 12:00,1.4,0
90,속초,1985-05-13 13:00,1.4,0
90,속초,1985-05-13 14:00,3.1,0
90,속초,1985-05-13 15:00,1.5,0
90,속초,1985-05-13 16:00,1.2,0
90,속초,1985-05-13 17:00,.4,0
90,속초,1985-05-14 00:00,,9
90,속초,1985-05-15 00:00,,9
90,속초,1985-05-16 00:00,,9
90,속초,1985-05-17 00:00,,9
90,속초,1985-05-18 00:00,,9
90,속초,1985-05-18 18:00,0,0
90,속초,1985-05-18 19:00,.1,0
90,속초,1985-05-18 20:00,0,0
90,속초,1985-05-18 21:00,0,0
90,속초,1985-05-18 22:00,0,0
90,속초,1985-05-18 23:00,.3,0
90,속초,1985-05-19 00:00,.1,0
90,속초,1985-05-19 01:00,1.3,0
90,속초,1985-05-19 02:00,1.2,0
90,속초,1985-05-19 03:00,1,0
90,속초,1985-05-19 04:00,.5,0
90,속초,1985-05-19 05:00,.5,0
90,속초,1985-05-19 06:00,.1,0
90,속초,1985-05-19 07:00,0,0
90,속초,1985-05-19 08:00,0,0
90,속초,1985-05-20 00:00,.2,0
90,속초,1985-05-20 01:00,1.2,0
90,속초,1985-05-20 02:00,.8,0
90,속초,1985-05-20 03:00,.7,0
90,속초,1985-05-20 04:00,.5,0
90,속초,1985-05-20 05:00,.1,0
90,속초,1985-05-20 06:00,.1,0
90,속초,1985-05-20 07:00,.3,0
90,속초,1985-05-20 08:00,.3,0
90,속초,1985-05-20 09:00,.3,0
90,속초,1985-05-20 10:00,0,0
90,속초,1985-05-20 13:00,.4,0
90,속초,1985-05-20 14:00,.4,0
90,속초,1985-05-20 15:00,.1,0
90,속초,1985-05-20 16:00,.8,0
90,속초,1985-05-20 17:00,.8,0
90,속초,1985-05-20 18:00,1.7,0
90,속초,1985-05-20 19:00,1.6,0
90,속초,1985-05-20 20:00,2.7,0
90,속초,1985-05-20 21:00,2.9,0
90,속초,1985-05-20 22:00,.1,0
90,속초,1985-05-20 23:00,.1,0
90,속초,1985-05-21 00:00,.6,0
90,속초,1985-05-21 01:00,.1,0
90,속초,1985-05-21 02:00,.4,0
90,속초,1985-05-21 03:00,1.3,0
90,속초,1985-05-21 04:00,.8,0
90,속초,1985-05-21 05:00,.2,0
90,속초,1985-05-21 06:00,.2,0
90,속초,1985-05-21 07:00,0,0
90,속초,1985-05-21 08:00,0,0
90,속초,1985-05-22 00:00,,9
90,속초,1985-05-23 00:00,,9
90,속초,1985-05-24 00:00,,9
90,속초,1985-05-25 00:00,,9
90,속초,1985-05-26 00:00,,9
90,속초,1985-05-27 00:00,,9
90,속초,1985-05-28 00:00,,9
90,속초,1985-05-28 18:00,0,0
90,속초,1985-05-29 00:00,,9
90,속초,1985-05-30 00:00,,9
90,속초,1985-05-31 00:00,,9
90,속초,1985-06-01 00:00,,9
90,속초,1985-06-02 00:00,,9
90,속초,1985-06-02 17:00,0,0
90,속초,1985-06-02 18:00,.2,0
90,속초,1985-06-02 19:00,.2,0
90,속초,1985-06-03 00:00,,9
90,속초,1985-06-03 20:00,0,0
90,속초,1985-06-03 21:00,0,0
90,속초,1985-06-04 00:00,,9
90,속초,1985-06-05 00:00,,9
90,속초,1985-06-05 19:00,0,0
90,속초,1985-06-06 00:00,,9
90,속초,1985-06-07 00:00,,9
90,속초,1985-06-07 06:00,0,0
90,속초,1985-06-07 07:00,0,0
90,속초,1985-06-08 00:00,,9
90,속초,1985-06-09 00:00,,9
90,속초,1985-06-09 08:00,0,0
90,속초,1985-06-09 09:00,0,0
90,속초,1985-06-09 14:00,0,0
90,속초,1985-06-09 15:00,0,0
90,속초,1985-06-09 16:00,0,0
90,속초,1985-06-09 17:00,0,0
90,속초,1985-06-09 18:00,.1,0
90,속초,1985-06-09 19:00,.4,0
90,속초,1985-06-09 20:00,0,0
90,속초,1985-06-09 21:00,0,0
90,속초,1985-06-10 00:00,,9
90,속초,1985-06-11 00:00,,9
90,속초,1985-06-11 01:00,.1,0
90,속초,1985-06-11 02:00,.1,0
90,속초,1985-06-11 03:00,0,0
90,속초,1985-06-11 04:00,0,0
90,속초,1985-06-11 05:00,.2,0
90,속초,1985-06-11 06:00,0,0
90,속초,1985-06-11 07:00,0,0
90,속초,1985-06-11 08:00,0,0
90,속초,1985-06-11 09:00,.2,0
90,속초,1985-06-11 10:00,0,0
90,속초,1985-06-11 13:00,0,0
90,속초,1985-06-11 21:00,0,0
90,속초,1985-06-11 22:00,0,0
90,속초,1985-06-12 00:00,,9
90,속초,1985-06-12 15:00,0,0
90,속초,1985-06-12 16:00,.5,0
90,속초,1985-06-12 17:00,.2,0
90,속초,1985-06-12 18:00,0,0
90,속초,1985-06-12 19:00,.5,0
90,속초,1985-06-12 20:00,.4,0
90,속초,1985-06-12 21:00,.1,0
90,속초,1985-06-12 22:00,.5,0
90,속초,1985-06-12 23:00,.1,0
90,속초,1985-06-13 00:00,1.7,0
90,속초,1985-06-13 01:00,4.8,0
90,속초,1985-06-13 02:00,7,0
90,속초,1985-06-13 03:00,5.3,0
90,속초,1985-06-13 04:00,3.1,0
90,속초,1985-06-13 05:00,.9,0
90,속초,1985-06-13 06:00,2.9,0
90,속초,1985-06-13 07:00,1.3,0
90,속초,1985-06-13 08:00,0,0
90,속초,1985-06-13 09:00,0,0
90,속초,1985-06-13 10:00,.2,0
90,속초,1985-06-13 11:00,0,0
90,속초,1985-06-13 12:00,0,0
90,속초,1985-06-13 13:00,0,0
90,속초,1985-06-13 14:00,.1,0
90,속초,1985-06-13 18:00,0,0
90,속초,1985-06-13 19:00,.1,0
90,속초,1985-06-13 20:00,0,0
90,속초,1985-06-13 21:00,0,0
90,속초,1985-06-13 22:00,.2,0
90,속초,1985-06-13 23:00,0,0
90,속초,1985-06-14 00:00,0,0
90,속초,1985-06-14 01:00,.3,0
90,속초,1985-06-14 02:00,.4,0
90,속초,1985-06-14 03:00,.3,0
90,속초,1985-06-14 04:00,1.6,0
90,속초,1985-06-14 05:00,.3,0
90,속초,1985-06-14 08:00,.1,0
90,속초,1985-06-14 09:00,0,0
90,속초,1985-06-14 10:00,0,0
90,속초,1985-06-14 12:00,0,0
90,속초,1985-06-14 13:00,0,0
90,속초,1985-06-15 00:00,,9
90,속초,1985-06-16 00:00,,9
90,속초,1985-06-17 00:00,,9
90,속초,1985-06-17 07:00,0,0
90,속초,1985-06-17 08:00,.3,0
90,속초,1985-06-17 09:00,.3,0
90,속초,1985-06-17 10:00,0,0
90,속초,1985-06-17 17:00,0,0
90,속초,1985-06-17 18:00,2.4,0
90,속초,1985-06-17 19:00,0,0
90,속초,1985-06-18 00:00,,9
90,속초,1985-06-18 07:00,0,0
90,속초,1985-06-18 08:00,.1,0
90,속초,1985-06-18 09:00,0,0
90,속초,1985-06-19 00:00,,9
90,속초,1985-06-20 00:00,,9
90,속초,1985-06-21 00:00,,9
90,속초,1985-06-22 00:00,,9
90,속초,1985-06-23 00:00,,9
90,속초,1985-06-24 00:00,,9
90,속초,1985-06-24 04:00,0,0
90,속초,1985-06-24 05:00,.3,0
90,속초,1985-06-24 06:00,.2,0
90,속초,1985-06-24 07:00,.1,0
90,속초,1985-06-24 08:00,.4,0
90,속초,1985-06-24 09:00,.1,0
90,속초,1985-06-24 10:00,.1,0
90,속초,1985-06-24 11:00,0,0
90,속초,1985-06-24 12:00,0,0
90,속초,1985-06-25 00:00,,9
90,속초,1985-06-26 00:00,,9
90,속초,1985-06-26 05:00,0,0
90,속초,1985-06-26 06:00,0,0
90,속초,1985-06-26 07:00,.1,0
90,속초,1985-06-26 08:00,0,0
90,속초,1985-06-26 09:00,0,0
90,속초,1985-06-27 00:00,,9
90,속초,1985-06-27 05:00,0,0
90,속초,1985-06-27 06:00,0,0
90,속초,1985-06-27 07:00,0,0
90,속초,1985-06-27 13:00,0,0
90,속초,1985-06-27 14:00,0,0
90,속초,1985-06-27 15:00,.1,0
90,속초,1985-06-27 16:00,1.3,0
90,속초,1985-06-27 17:00,2.4,0
90,속초,1985-06-27 18:00,2.7,0
90,속초,1985-06-27 19:00,2.2,0
90,속초,1985-06-27 20:00,3.3,0
90,속초,1985-06-27 21:00,1.2,0
90,속초,1985-06-27 22:00,.8,0
90,속초,1985-06-27 23:00,.6,0
90,속초,1985-06-28 00:00,.1,0
90,속초,1985-06-28 01:00,0,0
90,속초,1985-06-28 02:00,0,0
90,속초,1985-06-29 00:00,,9
90,속초,1985-06-29 09:00,.3,0
90,속초,1985-06-29 10:00,0,0
90,속초,1985-06-30 00:00,,9
90,속초,1985-06-30 13:00,0,0
90,속초,1985-06-30 14:00,0,0
90,속초,1985-06-30 15:00,0,0
90,속초,1985-06-30 16:00,0,0
90,속초,1985-06-30 22:00,0,0
90,속초,1985-06-30 23:00,.3,0
90,속초,1985-07-01 00:00,.2,0
90,속초,1985-07-01 01:00,.4,0
90,속초,1985-07-01 02:00,.1,0
90,속초,1985-07-01 03:00,0,0
90,속초,1985-07-01 23:00,1,0
90,속초,1985-07-02 00:00,.1,0
90,속초,1985-07-02 02:00,1.3,0
90,속초,1985-07-02 03:00,.3,0
90,속초,1985-07-03 00:00,,9
90,속초,1985-07-03 05:00,0,0
90,속초,1985-07-03 06:00,0,0
90,속초,1985-07-03 07:00,0,0
90,속초,1985-07-03 08:00,.1,0
90,속초,1985-07-03 09:00,.3,0
90,속초,1985-07-03 10:00,.4,0
90,속초,1985-07-03 11:00,.3,0
90,속초,1985-07-03 12:00,.1,0
90,속초,1985-07-03 13:00,.2,0
90,속초,1985-07-03 14:00,.1,0
90,속초,1985-07-03 15:00,.1,0
90,속초,1985-07-03 16:00,.1,0
90,속초,1985-07-03 17:00,.1,0
90,속초,1985-07-03 18:00,.4,0
90,속초,1985-07-03 19:00,0,0
90,속초,1985-07-03 22:00,.1,0
90,속초,1985-07-03 23:00,.4,0
90,속초,1985-07-04 00:00,.3,0
90,속초,1985-07-04 01:00,.8,0
90,속초,1985-07-04 02:00,.5,0
90,속초,1985-07-04 03:00,.1,0
90,속초,1985-07-04 04:00,.1,0
90,속초,1985-07-04 05:00,0,0
90,속초,1985-07-05 00:00,,9
90,속초,1985-07-05 05:00,0,0
90,속초,1985-07-05 06:00,0,0
90,속초,1985-07-05 07:00,0,0
90,속초,1985-07-05 14:00,0,0
90,속초,1985-07-05 15:00,.1,0
90,속초,1985-07-05 16:00,.2,0
90,속초,1985-07-05 17:00,1.9,0
90,속초,1985-07-05 18:00,.3,0
90,속초,1985-07-05 20:00,0,0
90,속초,1985-07-05 21:00,.3,0
90,속초,1985-07-06 00:00,,9
90,속초,1985-07-07 00:00,,9
90,속초,1985-07-07 09:00,0,0
90,속초,1985-07-07 10:00,0,0
90,속초,1985-07-07 11:00,0,0
90,속초,1985-07-07 20:00,0,0
90,속초,1985-07-07 21:00,0,0
90,속초,1985-07-07 22:00,0,0
90,속초,1985-07-07 23:00,0,0
90,속초,1985-07-08 00:00,,9
90,속초,1985-07-09 00:00,,9
90,속초,1985-07-09 16:00,0,0
90,속초,1985-07-09 17:00,0,0
90,속초,1985-07-09 18:00,0,0
90,속초,1985-07-10 00:00,,9
90,속초,1985-07-10 08:00,0,0
90,속초,1985-07-10 09:00,.1,0
90,속초,1985-07-10 10:00,0,0
90,속초,1985-07-10 13:00,0,0
90,속초,1985-07-10 14:00,.3,0
90,속초,1985-07-10 15:00,0,0
90,속초,1985-07-10 16:00,.2,0
90,속초,1985-07-10 17:00,.1,0
90,속초,1985-07-11 00:00,,9
90,속초,1985-07-12 00:00,,9
90,속초,1985-07-12 10:00,0,0
90,속초,1985-07-12 11:00,.4,0
90,속초,1985-07-12 12:00,.2,0
90,속초,1985-07-12 13:00,2.7,0
90,속초,1985-07-12 14:00,3.2,0
90,속초,1985-07-12 15:00,2.8,0
90,속초,1985-07-12 16:00,1.2,0
90,속초,1985-07-12 17:00,.4,0
90,속초,1985-07-12 18:00,.7,0
90,속초,1985-07-12 19:00,1.2,0
90,속초,1985-07-12 20:00,.4,0
90,속초,1985-07-12 21:00,.4,0
90,속초,1985-07-12 22:00,3.2,0
90,속초,1985-07-12 23:00,.8,0
90,속초,1985-07-13 00:00,4,0
90,속초,1985-07-13 01:00,2.5,0
90,속초,1985-07-13 02:00,1.5,0
90,속초,1985-07-13 03:00,.3,0
90,속초,1985-07-13 04:00,.5,0
90,속초,1985-07-13 05:00,.2,0
90,속초,1985-07-13 06:00,.7,0
90,속초,1985-07-13 07:00,.6,0
90,속초,1985-07-13 08:00,.2,0
90,속초,1985-07-13 09:00,0,0
90,속초,1985-07-13 10:00,0,0
90,속초,1985-07-13 11:00,0,0
90,속초,1985-07-13 15:00,0,0
90,속초,1985-07-13 16:00,1,0
90,속초,1985-07-13 17:00,.1,0
90,속초,1985-07-13 18:00,.5,0
90,속초,1985-07-13 19:00,.2,0
90,속초,1985-07-13 20:00,.4,0
90,속초,1985-07-13 21:00,.1,0
90,속초,1985-07-13 22:00,.2,0
90,속초,1985-07-13 23:00,.1,0
90,속초,1985-07-14 00:00,,9
90,속초,1985-07-14 02:00,0,0
90,속초,1985-07-14 03:00,.2,0
90,속초,1985-07-14 04:00,.3,0
90,속초,1985-07-14 05:00,.1,0
90,속초,1985-07-15 00:00,,9
90,속초,1985-07-16 00:00,,9
90,속초,1985-07-16 10:00,.1,0
90,속초,1985-07-16 11:00,.3,0
90,속초,1985-07-16 12:00,0,0
90,속초,1985-07-16 15:00,.1,0
90,속초,1985-07-16 16:00,0,0
90,속초,1985-07-17 00:00,,9
90,속초,1985-07-17 03:00,0,0
90,속초,1985-07-17 04:00,0,0
90,속초,1985-07-17 05:00,0,0
90,속초,1985-07-17 06:00,.7,0
90,속초,1985-07-17 07:00,.7,0
90,속초,1985-07-17 08:00,.9,0
90,속초,1985-07-17 09:00,.5,0
90,속초,1985-07-17 12:00,0,0
